"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências Especiais";"BANDEIRA DE MELLO";"0001";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443110001";"7.591.585,00";"4.331.719,50";"4.331.719,50";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VALDEVAN NOVENTA";"0003";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241340003";"7.600.000,00";"3.800.000,00";"3.800.000,00";"3.800.000,00";"0,00";"3.800.000,00";
"2023";"Emenda Individual - Transferências Especiais";"DENIS BEZERRA";"0004";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339590004";"7.600.000,00";"7.600.000,00";"7.600.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202223660001";"7.639.365,00";"3.819.682,50";"3.819.682,50";"3.819.682,50";"0,00";"3.819.682,50";
"2022";"Emenda Individual - Transferências Especiais";"LAFAYETTE DE ANDRADA";"0005";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240290005";"7.649.365,00";"3.824.682,50";"3.824.682,50";"3.824.682,50";"0,00";"3.824.682,50";
"2022";"Emenda Individual - Transferências Especiais";"EDUARDO COSTA";"0001";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239720001";"7.650.000,00";"3.825.000,00";"3.825.000,00";"3.825.000,00";"0,00";"3.825.000,00";
"2024";"Emenda Individual - Transferências Especiais";"SOCORRO NERI";"0012";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444800012";"7.665.054,00";"2.536.262,22";"2.536.262,22";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"LAERCIO OLIVEIRA";"0007";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226080007";"7.669.682,00";"2.575.000,00";"2.575.000,00";"5.094.682,00";"0,00";"5.094.682,00";
"2023";"Emenda Individual - Transferências Especiais";"VICENTINHO";"0003";"Nacional";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202319970003";"7.676.940,00";"7.676.940,00";"7.676.940,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"BENES LEOCADIO";"0001";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239170001";"7.689.365,00";"3.844.682,50";"3.844.682,50";"3.844.682,50";"0,00";"3.844.682,50";
"2022";"Emenda Individual - Transferências Especiais";"BACELAR";"0007";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230510007";"7.694.682,00";"3.447.341,00";"3.447.341,00";"4.247.341,00";"0,00";"4.247.341,00";
"2024";"Emenda Individual - Transferências Especiais";"CARLOS SAMPAIO";"0018";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202415270018";"7.695.793,00";"4.505.299,02";"4.505.299,02";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CARLOS VERAS";"0002";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239310002";"7.719.365,00";"3.784.682,50";"3.784.682,50";"3.934.682,50";"0,00";"3.934.682,50";
"2022";"Emenda Individual - Transferências Especiais";"SILVIO COSTA FILHO";"0001";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240690001";"7.719.680,00";"3.859.840,00";"3.859.840,00";"3.859.840,00";"0,00";"3.859.840,00";
"2022";"Emenda Individual - Transferências Especiais";"BETO PEREIRA";"0007";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239180007";"7.719.682,00";"4.009.841,00";"4.009.841,00";"3.709.841,00";"0,00";"3.709.841,00";
"2022";"Emenda Individual - Transferências Especiais";"LEUR LOMANTO JUNIOR";"0005";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240310005";"7.735.365,00";"3.867.682,50";"3.867.682,50";"3.867.682,50";"0,00";"3.867.682,50";
"2024";"Emenda Individual - Transferências Especiais";"MERSINHO LUCENA";"0002";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444320002";"7.735.585,00";"4.413.885,16";"4.413.885,16";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BALEIA ROSSI";"0002";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330520002";"7.740.487,00";"7.740.487,00";"7.740.487,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELIO MOURA";"0015";"RIO SONO - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339350015";"7.747.707,00";"7.747.707,00";"7.747.707,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DOUTOR LUIZINHO";"0006";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339630006";"7.750.325,00";"7.750.325,00";"7.750.325,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DULCE MIRANDA";"0005";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230860005";"7.769.681,00";"3.884.840,50";"3.884.840,50";"3.884.840,50";"0,00";"3.884.840,50";
"2022";"Emenda Individual - Transferências Especiais";"LUIS CARLOS HEINZE";"0002";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241840002";"7.769.682,00";"3.884.841,00";"3.884.841,00";"3.884.841,00";"0,00";"3.884.841,00";
"2023";"Emenda Individual - Transferências Especiais";"NEY LEPREVOST";"0014";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340480014";"7.796.837,00";"7.796.837,00";"7.796.837,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"IGOR KANNARIO";"0002";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240170002";"7.800.000,00";"3.900.000,00";"3.900.000,00";"3.900.000,00";"0,00";"3.900.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CORONEL CHRISOSTOMO";"0007";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239450007";"7.800.000,00";"3.900.000,00";"3.900.000,00";"3.900.000,00";"0,00";"3.900.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ANDRE DE PAULA";"0004";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202210740004";"7.800.000,00";"3.900.000,00";"3.900.000,00";"3.900.000,00";"0,00";"3.900.000,00";
"2022";"Emenda Individual - Transferências Especiais";"VERMELHO";"0002";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240740002";"7.810.000,00";"4.405.000,00";"4.405.000,00";"3.405.000,00";"0,00";"3.405.000,00";
"2023";"Emenda Individual - Transferências Especiais";"AMARO NETO";"0002";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339120002";"7.815.261,00";"7.815.261,00";"7.815.261,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"IRACEMA PORTELLA";"0001";"PIAUÍ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202227070001";"7.819.365,00";"3.909.682,50";"3.909.682,50";"3.909.682,50";"0,00";"3.909.682,50";
"2022";"Emenda Individual - Transferências Especiais";"JUNIOR LOURENCO";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241110003";"7.819.365,00";"3.909.682,50";"3.909.682,50";"3.909.682,50";"0,00";"3.909.682,50";
"2022";"Emenda Individual - Transferências Especiais";"AIRTON FALEIRO";"0002";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239010002";"7.819.680,00";"3.909.840,00";"3.909.840,00";"3.909.840,00";"0,00";"3.909.840,00";
"2022";"Emenda Individual - Transferências Especiais";"LIZIANE BAYER";"0002";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241130002";"7.819.682,00";"3.909.841,00";"3.909.841,00";"3.909.841,00";"0,00";"3.909.841,00";
"2022";"Emenda Individual - Transferências Especiais";"WALDENOR PEREIRA";"0006";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202227510006";"7.819.682,00";"3.909.841,00";"3.909.841,00";"3.909.841,00";"0,00";"3.909.841,00";
"2022";"Emenda Individual - Transferências Especiais";"RODRIGO DE CASTRO";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224880002";"7.819.682,00";"3.909.841,00";"3.909.841,00";"3.909.841,00";"0,00";"3.909.841,00";
